"city","time_period","country","variable","value","geometry"
"Budapest",2018,"Hungary","monthly_income",510.25,c(19.0402383, 47.4978789)
"Budapest",2019,"Hungary","rent",800,c(19.0402383, 47.4978789)
"Budapest",2019,"Hungary","monthly_income",547.333333333333,c(19.0402383, 47.4978789)
"Budapest",2020,"Hungary","rent",760,c(19.0402383, 47.4978789)
"Budapest",2020,"Hungary","monthly_income",606.5,c(19.0402383, 47.4978789)
"Budapest",2021,"Hungary","rent",610,c(19.0402383, 47.4978789)
"Budapest",2021,"Hungary","monthly_income",611.416666666667,c(19.0402383, 47.4978789)
"Budapest",2022,"Hungary","rent",660,c(19.0402383, 47.4978789)
"Budapest",2022,"Hungary","monthly_income",654.25,c(19.0402383, 47.4978789)
"Budapest",2023,"Hungary","rent",890,c(19.0402383, 47.4978789)
"Budapest",2023,"Hungary","monthly_income",696.916666666667,c(19.0402383, 47.4978789)
"Dublin",2014,"Ireland","rent",1150,c(-6.2605593, 53.3493795)
"Dublin",2014,"Ireland","monthly_income",1964.41666666667,c(-6.2605593, 53.3493795)
"Dublin",2015,"Ireland","rent",1200,c(-6.2605593, 53.3493795)
"Dublin",2015,"Ireland","monthly_income",2063.83333333333,c(-6.2605593, 53.3493795)
"Dublin",2016,"Ireland","rent",1400,c(-6.2605593, 53.3493795)
"Dublin",2016,"Ireland","monthly_income",2132.16666666667,c(-6.2605593, 53.3493795)
"Dublin",2017,"Ireland","rent",1550,c(-6.2605593, 53.3493795)
"Dublin",2017,"Ireland","monthly_income",2250.5,c(-6.2605593, 53.3493795)
"Dublin",2018,"Ireland","rent",1650,c(-6.2605593, 53.3493795)
"Dublin",2018,"Ireland","monthly_income",2385.83333333333,c(-6.2605593, 53.3493795)
"Dublin",2019,"Ireland","rent",1750,c(-6.2605593, 53.3493795)
"Dublin",2019,"Ireland","monthly_income",2428.41666666667,c(-6.2605593, 53.3493795)
"Dublin",2020,"Ireland","rent",1750,c(-6.2605593, 53.3493795)
"Dublin",2020,"Ireland","monthly_income",2562.16666666667,c(-6.2605593, 53.3493795)
"Dublin",2021,"Ireland","rent",1600,c(-6.2605593, 53.3493795)
"Dublin",2021,"Ireland","monthly_income",2691.83333333333,c(-6.2605593, 53.3493795)
"Dublin",2022,"Ireland","rent",1800,c(-6.2605593, 53.3493795)
"Dublin",2022,"Ireland","monthly_income",2792.75,c(-6.2605593, 53.3493795)
"Dublin",2023,"Ireland","rent",2050,c(-6.2605593, 53.3493795)
"Dublin",2023,"Ireland","monthly_income",2933.83333333333,c(-6.2605593, 53.3493795)
"Roma",2014,"Italy","rent",1030,c(12.4829321, 41.8933203)
"Roma",2014,"Italy","monthly_income",1492.83333333333,c(12.4829321, 41.8933203)
"Roma",2015,"Italy","rent",950,c(12.4829321, 41.8933203)
"Roma",2015,"Italy","monthly_income",1490.83333333333,c(12.4829321, 41.8933203)
"Roma",2016,"Italy","rent",950,c(12.4829321, 41.8933203)
"Roma",2016,"Italy","monthly_income",1523.83333333333,c(12.4829321, 41.8933203)
"Roma",2017,"Italy","rent",930,c(12.4829321, 41.8933203)
"Roma",2017,"Italy","monthly_income",1559.5,c(12.4829321, 41.8933203)
"Roma",2018,"Italy","rent",910,c(12.4829321, 41.8933203)
"Roma",2018,"Italy","monthly_income",1600.66666666667,c(12.4829321, 41.8933203)
"Roma",2019,"Italy","rent",950,c(12.4829321, 41.8933203)
"Roma",2019,"Italy","monthly_income",1627.33333333333,c(12.4829321, 41.8933203)
"Roma",2020,"Italy","rent",960,c(12.4829321, 41.8933203)
"Roma",2020,"Italy","monthly_income",1704.08333333333,c(12.4829321, 41.8933203)
"Roma",2021,"Italy","rent",890,c(12.4829321, 41.8933203)
"Roma",2021,"Italy","monthly_income",1689.83333333333,c(12.4829321, 41.8933203)
"Roma",2022,"Italy","rent",920,c(12.4829321, 41.8933203)
"Roma",2022,"Italy","monthly_income",1776.41666666667,c(12.4829321, 41.8933203)
"Roma",2023,"Italy","rent",910,c(12.4829321, 41.8933203)
"Roma",2023,"Italy","monthly_income",1892.58333333333,c(12.4829321, 41.8933203)
"Vilnius",2014,"Lithuania","rent",510,c(25.2829111, 54.6870458)
"Vilnius",2014,"Lithuania","monthly_income",497.916666666667,c(25.2829111, 54.6870458)
"Vilnius",2015,"Lithuania","rent",540,c(25.2829111, 54.6870458)
"Vilnius",2015,"Lithuania","monthly_income",546.5,c(25.2829111, 54.6870458)
"Vilnius",2016,"Lithuania","rent",600,c(25.2829111, 54.6870458)
"Vilnius",2016,"Lithuania","monthly_income",586.083333333333,c(25.2829111, 54.6870458)
"Vilnius",2017,"Lithuania","rent",570,c(25.2829111, 54.6870458)
"Vilnius",2017,"Lithuania","monthly_income",629.583333333333,c(25.2829111, 54.6870458)
"Vilnius",2018,"Lithuania","rent",600,c(25.2829111, 54.6870458)
"Vilnius",2018,"Lithuania","monthly_income",701.25,c(25.2829111, 54.6870458)
"Vilnius",2019,"Lithuania","rent",600,c(25.2829111, 54.6870458)
"Vilnius",2019,"Lithuania","monthly_income",772,c(25.2829111, 54.6870458)
"Vilnius",2020,"Lithuania","rent",610,c(25.2829111, 54.6870458)
"Vilnius",2020,"Lithuania","monthly_income",874.25,c(25.2829111, 54.6870458)
"Vilnius",2021,"Lithuania","rent",620,c(25.2829111, 54.6870458)
"Vilnius",2021,"Lithuania","monthly_income",990.666666666667,c(25.2829111, 54.6870458)
"Vilnius",2022,"Lithuania","rent",830,c(25.2829111, 54.6870458)
"Vilnius",2022,"Lithuania","monthly_income",1056.41666666667,c(25.2829111, 54.6870458)
"Vilnius",2023,"Lithuania","rent",790,c(25.2829111, 54.6870458)
"Vilnius",2023,"Lithuania","monthly_income",1155.41666666667,c(25.2829111, 54.6870458)
"Luxembourg",2014,"Luxembourg","rent",1300,c(6.129799, 49.6112768)
"Luxembourg",2014,"Luxembourg","monthly_income",3212.91666666667,c(6.129799, 49.6112768)
"Luxembourg",2015,"Luxembourg","rent",1350,c(6.129799, 49.6112768)
"Luxembourg",2015,"Luxembourg","monthly_income",3308.91666666667,c(6.129799, 49.6112768)
"Luxembourg",2016,"Luxembourg","rent",1500,c(6.129799, 49.6112768)
"Luxembourg",2016,"Luxembourg","monthly_income",3136.83333333333,c(6.129799, 49.6112768)
"Luxembourg",2017,"Luxembourg","rent",1400,c(6.129799, 49.6112768)
"Luxembourg",2017,"Luxembourg","monthly_income",3423.75,c(6.129799, 49.6112768)
"Luxembourg",2018,"Luxembourg","rent",1500,c(6.129799, 49.6112768)
"Luxembourg",2018,"Luxembourg","monthly_income",3339.58333333333,c(6.129799, 49.6112768)
"Luxembourg",2019,"Luxembourg","rent",1650,c(6.129799, 49.6112768)
"Luxembourg",2019,"Luxembourg","monthly_income",3568.16666666667,c(6.129799, 49.6112768)
"Luxembourg",2020,"Luxembourg","rent",1650,c(6.129799, 49.6112768)
"Luxembourg",2020,"Luxembourg","monthly_income",3640.58333333333,c(6.129799, 49.6112768)
"Luxembourg",2021,"Luxembourg","rent",1750,c(6.129799, 49.6112768)
"Luxembourg",2021,"Luxembourg","monthly_income",4018.33333333333,c(6.129799, 49.6112768)
"Luxembourg",2022,"Luxembourg","rent",1800,c(6.129799, 49.6112768)
"Luxembourg",2022,"Luxembourg","monthly_income",4177.08333333333,c(6.129799, 49.6112768)
"Luxembourg",2023,"Luxembourg","rent",1850,c(6.129799, 49.6112768)
"Luxembourg",2023,"Luxembourg","monthly_income",4556.08333333333,c(6.129799, 49.6112768)
"Riga",2014,"Latvia","rent",690,c(24.1051846, 56.9493977)
"Riga",2014,"Latvia","monthly_income",527,c(24.1051846, 56.9493977)
"Riga",2015,"Latvia","rent",630,c(24.1051846, 56.9493977)
"Riga",2015,"Latvia","monthly_income",580.833333333333,c(24.1051846, 56.9493977)
"Riga",2016,"Latvia","rent",600,c(24.1051846, 56.9493977)
"Riga",2016,"Latvia","monthly_income",627.166666666667,c(24.1051846, 56.9493977)
"Riga",2017,"Latvia","rent",590,c(24.1051846, 56.9493977)
"Riga",2017,"Latvia","monthly_income",652.583333333333,c(24.1051846, 56.9493977)
"Riga",2018,"Latvia","rent",610,c(24.1051846, 56.9493977)
"Riga",2018,"Latvia","monthly_income",728.166666666667,c(24.1051846, 56.9493977)
"Riga",2019,"Latvia","rent",640,c(24.1051846, 56.9493977)
"Riga",2019,"Latvia","monthly_income",812.416666666667,c(24.1051846, 56.9493977)
"Riga",2020,"Latvia","rent",610,c(24.1051846, 56.9493977)
"Riga",2020,"Latvia","monthly_income",867.75,c(24.1051846, 56.9493977)
"Riga",2021,"Latvia","rent",600,c(24.1051846, 56.9493977)
"Riga",2021,"Latvia","monthly_income",936.666666666667,c(24.1051846, 56.9493977)
"Riga",2022,"Latvia","rent",690,c(24.1051846, 56.9493977)
"Riga",2022,"Latvia","monthly_income",1002.75,c(24.1051846, 56.9493977)
"Riga",2023,"Latvia","rent",740,c(24.1051846, 56.9493977)
"Riga",2023,"Latvia","monthly_income",1095.66666666667,c(24.1051846, 56.9493977)
"Valletta",2014,"Malta","rent",490,c(14.5136607, 35.8989979)
"Valletta",2014,"Malta","monthly_income",1192.91666666667,c(14.5136607, 35.8989979)
"Valletta",2015,"Malta","rent",610,c(14.5136607, 35.8989979)
"Valletta",2015,"Malta","monthly_income",1264.33333333333,c(14.5136607, 35.8989979)
"Valletta",2016,"Malta","rent",680,c(14.5136607, 35.8989979)
"Valletta",2016,"Malta","monthly_income",1292.08333333333,c(14.5136607, 35.8989979)
"Valletta",2017,"Malta","rent",760,c(14.5136607, 35.8989979)
"Valletta",2017,"Malta","monthly_income",1365.58333333333,c(14.5136607, 35.8989979)
"Valletta",2018,"Malta","rent",820,c(14.5136607, 35.8989979)
"Valletta",2018,"Malta","monthly_income",1395.75,c(14.5136607, 35.8989979)
"Valletta",2019,"Malta","rent",850,c(14.5136607, 35.8989979)
"Valletta",2019,"Malta","monthly_income",1437.16666666667,c(14.5136607, 35.8989979)
"Valletta",2020,"Malta","rent",890,c(14.5136607, 35.8989979)
"Valletta",2020,"Malta","monthly_income",1587.33333333333,c(14.5136607, 35.8989979)
"Valletta",2021,"Malta","rent",710,c(14.5136607, 35.8989979)
"Valletta",2021,"Malta","monthly_income",1656.83333333333,c(14.5136607, 35.8989979)
"Valletta",2022,"Malta","rent",800,c(14.5136607, 35.8989979)
"Valletta",2022,"Malta","monthly_income",1779.08333333333,c(14.5136607, 35.8989979)
"Valletta",2023,"Malta","rent",900,c(14.5136607, 35.8989979)
"Valletta",2023,"Malta","monthly_income",1887.83333333333,c(14.5136607, 35.8989979)
"Den Haag",2014,"Netherlands","rent",1030,c(4.3113461, 52.0799838)
"Den Haag",2014,"Netherlands","monthly_income",1932.5,c(4.3113461, 52.0799838)
"Den Haag",2015,"Netherlands","rent",1030,c(4.3113461, 52.0799838)
"Den Haag",2015,"Netherlands","monthly_income",1993.75,c(4.3113461, 52.0799838)
"Den Haag",2016,"Netherlands","rent",1020,c(4.3113461, 52.0799838)
"Den Haag",2016,"Netherlands","monthly_income",2113.83333333333,c(4.3113461, 52.0799838)
"Den Haag",2017,"Netherlands","rent",1030,c(4.3113461, 52.0799838)
"Den Haag",2017,"Netherlands","monthly_income",2195.83333333333,c(4.3113461, 52.0799838)
"Den Haag",2018,"Netherlands","rent",1050,c(4.3113461, 52.0799838)
"Den Haag",2018,"Netherlands","monthly_income",2237.33333333333,c(4.3113461, 52.0799838)
"Den Haag",2019,"Netherlands","rent",1100,c(4.3113461, 52.0799838)
"Den Haag",2019,"Netherlands","monthly_income",2279.33333333333,c(4.3113461, 52.0799838)
"Den Haag",2020,"Netherlands","rent",1100,c(4.3113461, 52.0799838)
"Den Haag",2020,"Netherlands","monthly_income",2441.41666666667,c(4.3113461, 52.0799838)
"Den Haag",2021,"Netherlands","rent",1050,c(4.3113461, 52.0799838)
"Den Haag",2021,"Netherlands","monthly_income",2552.41666666667,c(4.3113461, 52.0799838)
"Den Haag",2022,"Netherlands","rent",1250,c(4.3113461, 52.0799838)
"Den Haag",2022,"Netherlands","monthly_income",2650.5,c(4.3113461, 52.0799838)
"Den Haag",2023,"Netherlands","rent",1200,c(4.3113461, 52.0799838)
"Den Haag",2023,"Netherlands","monthly_income",2714.08333333333,c(4.3113461, 52.0799838)
"Oslo",2014,"Norway","rent",1550,c(10.7389701, 59.9133301)
"Oslo",2014,"Norway","monthly_income",3914,c(10.7389701, 59.9133301)
"Oslo",2015,"Norway","rent",1550,c(10.7389701, 59.9133301)
"Oslo",2015,"Norway","monthly_income",3708.08333333333,c(10.7389701, 59.9133301)
"Oslo",2016,"Norway","rent",1450,c(10.7389701, 59.9133301)
"Oslo",2016,"Norway","monthly_income",3576.33333333333,c(10.7389701, 59.9133301)
"Oslo",2017,"Norway","rent",1550,c(10.7389701, 59.9133301)
"Oslo",2017,"Norway","monthly_income",3499.25,c(10.7389701, 59.9133301)
"Oslo",2018,"Norway","rent",1500,c(10.7389701, 59.9133301)
"Oslo",2018,"Norway","monthly_income",3516.91666666667,c(10.7389701, 59.9133301)
"Oslo",2019,"Norway","rent",1550,c(10.7389701, 59.9133301)
"Oslo",2019,"Norway","monthly_income",3540.66666666667,c(10.7389701, 59.9133301)
"Oslo",2020,"Norway","rent",1400,c(10.7389701, 59.9133301)
"Oslo",2020,"Norway","monthly_income",3599.91666666667,c(10.7389701, 59.9133301)
"Oslo",2021,"Norway","rent",1550,c(10.7389701, 59.9133301)
"Oslo",2021,"Norway","monthly_income",3252.41666666667,c(10.7389701, 59.9133301)
"Oslo",2022,"Norway","rent",1600,c(10.7389701, 59.9133301)
"Oslo",2022,"Norway","monthly_income",3663.16666666667,c(10.7389701, 59.9133301)
"Oslo",2023,"Norway","rent",1450,c(10.7389701, 59.9133301)
"Oslo",2023,"Norway","monthly_income",3764.25,c(10.7389701, 59.9133301)
"Warszawa",2014,"Poland","rent",540,c(21.0067249, 52.2319581)
"Warszawa",2014,"Poland","monthly_income",513.583333333333,c(21.0067249, 52.2319581)
"Warszawa",2015,"Poland","rent",590,c(21.0067249, 52.2319581)
"Warszawa",2015,"Poland","monthly_income",531.333333333333,c(21.0067249, 52.2319581)
"Warszawa",2016,"Poland","rent",550,c(21.0067249, 52.2319581)
"Warszawa",2016,"Poland","monthly_income",554.916666666667,c(21.0067249, 52.2319581)
"Warszawa",2017,"Poland","rent",590,c(21.0067249, 52.2319581)
"Warszawa",2017,"Poland","monthly_income",567.5,c(21.0067249, 52.2319581)
"Warszawa",2018,"Poland","rent",550,c(21.0067249, 52.2319581)
"Warszawa",2018,"Poland","monthly_income",611.416666666667,c(21.0067249, 52.2319581)
"Warszawa",2019,"Poland","rent",570,c(21.0067249, 52.2319581)
"Warszawa",2019,"Poland","monthly_income",668.5,c(21.0067249, 52.2319581)
"Warszawa",2020,"Poland","rent",570,c(21.0067249, 52.2319581)
"Warszawa",2020,"Poland","monthly_income",742.25,c(21.0067249, 52.2319581)
"Warszawa",2021,"Poland","rent",470,c(21.0067249, 52.2319581)
"Warszawa",2021,"Poland","monthly_income",763.416666666667,c(21.0067249, 52.2319581)
"Warszawa",2022,"Poland","rent",610,c(21.0067249, 52.2319581)
"Warszawa",2022,"Poland","monthly_income",826.666666666667,c(21.0067249, 52.2319581)
"Warszawa",2023,"Poland","rent",720,c(21.0067249, 52.2319581)
"Warszawa",2023,"Poland","monthly_income",931.75,c(21.0067249, 52.2319581)
"Lisboa",2014,"Portugal","rent",600,c(-9.1365919, 38.7077507)
"Lisboa",2014,"Portugal","monthly_income",821.333333333333,c(-9.1365919, 38.7077507)
"Lisboa",2015,"Portugal","rent",660,c(-9.1365919, 38.7077507)
"Lisboa",2015,"Portugal","monthly_income",833,c(-9.1365919, 38.7077507)
"Lisboa",2016,"Portugal","rent",770,c(-9.1365919, 38.7077507)
"Lisboa",2016,"Portugal","monthly_income",880.166666666667,c(-9.1365919, 38.7077507)
"Lisboa",2017,"Portugal","rent",890,c(-9.1365919, 38.7077507)
"Lisboa",2017,"Portugal","monthly_income",905.25,c(-9.1365919, 38.7077507)
"Lisboa",2018,"Portugal","rent",1050,c(-9.1365919, 38.7077507)
"Lisboa",2018,"Portugal","monthly_income",921.916666666667,c(-9.1365919, 38.7077507)
"Lisboa",2019,"Portugal","rent",1050,c(-9.1365919, 38.7077507)
"Lisboa",2019,"Portugal","monthly_income",982.166666666667,c(-9.1365919, 38.7077507)
"Lisboa",2020,"Portugal","rent",1100,c(-9.1365919, 38.7077507)
"Lisboa",2020,"Portugal","monthly_income",1058,c(-9.1365919, 38.7077507)
"Lisboa",2021,"Portugal","rent",1050,c(-9.1365919, 38.7077507)
"Lisboa",2021,"Portugal","monthly_income",1092.75,c(-9.1365919, 38.7077507)
"Lisboa",2022,"Portugal","rent",1150,c(-9.1365919, 38.7077507)
"Lisboa",2022,"Portugal","monthly_income",1095.66666666667,c(-9.1365919, 38.7077507)
"Lisboa",2023,"Portugal","rent",1350,c(-9.1365919, 38.7077507)
"Lisboa",2023,"Portugal","monthly_income",1197.33333333333,c(-9.1365919, 38.7077507)
"Bucuresti",2014,"Romania","rent",450,c(26.1027202, 44.4361414)
"Bucuresti",2014,"Romania","monthly_income",203.583333333333,c(26.1027202, 44.4361414)
"Bucuresti",2015,"Romania","rent",470,c(26.1027202, 44.4361414)
"Bucuresti",2015,"Romania","monthly_income",222.833333333333,c(26.1027202, 44.4361414)
"Bucuresti",2016,"Romania","rent",460,c(26.1027202, 44.4361414)
"Bucuresti",2016,"Romania","monthly_income",228.833333333333,c(26.1027202, 44.4361414)
"Bucuresti",2017,"Romania","rent",510,c(26.1027202, 44.4361414)
"Bucuresti",2017,"Romania","monthly_income",254.916666666667,c(26.1027202, 44.4361414)
"Bucuresti",2018,"Romania","rent",530,c(26.1027202, 44.4361414)
"Bucuresti",2018,"Romania","monthly_income",318.75,c(26.1027202, 44.4361414)
"Bucuresti",2019,"Romania","rent",530,c(26.1027202, 44.4361414)
"Bucuresti",2019,"Romania","monthly_income",368.25,c(26.1027202, 44.4361414)
"Bucuresti",2020,"Romania","rent",540,c(26.1027202, 44.4361414)
"Bucuresti",2020,"Romania","monthly_income",403.833333333333,c(26.1027202, 44.4361414)
"Bucuresti",2021,"Romania","rent",510,c(26.1027202, 44.4361414)
"Bucuresti",2021,"Romania","monthly_income",454.083333333333,c(26.1027202, 44.4361414)
"Bucuresti",2022,"Romania","rent",520,c(26.1027202, 44.4361414)
"Bucuresti",2022,"Romania","monthly_income",510.833333333333,c(26.1027202, 44.4361414)
"Bucuresti",2023,"Romania","rent",580,c(26.1027202, 44.4361414)
"Bucuresti",2023,"Romania","monthly_income",592.333333333333,c(26.1027202, 44.4361414)
"Stockholm",2014,"Sweden","rent",1550,c(18.0710935, 59.3251172)
"Stockholm",2014,"Sweden","monthly_income",2327.91666666667,c(18.0710935, 59.3251172)
"Stockholm",2015,"Sweden","rent",1600,c(18.0710935, 59.3251172)
"Stockholm",2015,"Sweden","monthly_income",2268.16666666667,c(18.0710935, 59.3251172)
"Stockholm",2016,"Sweden","rent",1650,c(18.0710935, 59.3251172)
"Stockholm",2016,"Sweden","monthly_income",2278.91666666667,c(18.0710935, 59.3251172)
"Stockholm",2017,"Sweden","rent",1550,c(18.0710935, 59.3251172)
"Stockholm",2017,"Sweden","monthly_income",2324.16666666667,c(18.0710935, 59.3251172)
"Stockholm",2018,"Sweden","rent",1500,c(18.0710935, 59.3251172)
"Stockholm",2018,"Sweden","monthly_income",2308.58333333333,c(18.0710935, 59.3251172)
"Stockholm",2019,"Sweden","rent",1500,c(18.0710935, 59.3251172)
"Stockholm",2019,"Sweden","monthly_income",2196.33333333333,c(18.0710935, 59.3251172)
"Stockholm",2020,"Sweden","rent",1550,c(18.0710935, 59.3251172)
"Stockholm",2020,"Sweden","monthly_income",2220.5,c(18.0710935, 59.3251172)
"Stockholm",2021,"Sweden","rent",1650,c(18.0710935, 59.3251172)
"Stockholm",2021,"Sweden","monthly_income",2304.5,c(18.0710935, 59.3251172)
"Stockholm",2022,"Sweden","rent",1650,c(18.0710935, 59.3251172)
"Stockholm",2022,"Sweden","monthly_income",2422.75,c(18.0710935, 59.3251172)
"Stockholm",2023,"Sweden","rent",1700,c(18.0710935, 59.3251172)
"Stockholm",2023,"Sweden","monthly_income",2506.75,c(18.0710935, 59.3251172)
"Ljubljana",2014,"Slovenia","rent",470,c(14.5069289, 46.0500268)
"Ljubljana",2014,"Slovenia","monthly_income",1070.25,c(14.5069289, 46.0500268)
"Ljubljana",2015,"Slovenia","rent",530,c(14.5069289, 46.0500268)
"Ljubljana",2015,"Slovenia","monthly_income",1100.91666666667,c(14.5069289, 46.0500268)
"Ljubljana",2016,"Slovenia","rent",530,c(14.5069289, 46.0500268)
"Ljubljana",2016,"Slovenia","monthly_income",1099.41666666667,c(14.5069289, 46.0500268)
"Ljubljana",2017,"Slovenia","rent",550,c(14.5069289, 46.0500268)
"Ljubljana",2017,"Slovenia","monthly_income",1132.08333333333,c(14.5069289, 46.0500268)
"Ljubljana",2018,"Slovenia","rent",610,c(14.5069289, 46.0500268)
"Ljubljana",2018,"Slovenia","monthly_income",1177.25,c(14.5069289, 46.0500268)
"Ljubljana",2019,"Slovenia","rent",680,c(14.5069289, 46.0500268)
"Ljubljana",2019,"Slovenia","monthly_income",1269.66666666667,c(14.5069289, 46.0500268)
"Ljubljana",2020,"Slovenia","rent",660,c(14.5069289, 46.0500268)
"Ljubljana",2020,"Slovenia","monthly_income",1319.66666666667,c(14.5069289, 46.0500268)
"Ljubljana",2021,"Slovenia","rent",640,c(14.5069289, 46.0500268)
"Ljubljana",2021,"Slovenia","monthly_income",1383.08333333333,c(14.5069289, 46.0500268)
"Ljubljana",2022,"Slovenia","rent",700,c(14.5069289, 46.0500268)
"Ljubljana",2022,"Slovenia","monthly_income",1477.25,c(14.5069289, 46.0500268)
"Ljubljana",2023,"Slovenia","rent",820,c(14.5069289, 46.0500268)
"Ljubljana",2023,"Slovenia","monthly_income",1609.41666666667,c(14.5069289, 46.0500268)
"Ankara",2014,"Türkiye","rent",310,c(32.8540497, 39.9207759)
"Ankara",2014,"Türkiye","monthly_income",393.916666666667,c(32.8540497, 39.9207759)
"Ankara",2015,"Türkiye","rent",350,c(32.8540497, 39.9207759)
"Ankara",2015,"Türkiye","monthly_income",387.916666666667,c(32.8540497, 39.9207759)
"Ankara",2016,"Türkiye","rent",400,c(32.8540497, 39.9207759)
"Ankara",2016,"Türkiye","monthly_income",434,c(32.8540497, 39.9207759)
"Ankara",2017,"Türkiye","rent",360,c(32.8540497, 39.9207759)
"Ankara",2017,"Türkiye","monthly_income",452.833333333333,c(32.8540497, 39.9207759)
"Ankara",2018,"Türkiye","rent",260,c(32.8540497, 39.9207759)
"Ankara",2018,"Türkiye","monthly_income",409.5,c(32.8540497, 39.9207759)
"Ankara",2019,"Türkiye","rent",230,c(32.8540497, 39.9207759)
"Ankara",2019,"Türkiye","monthly_income",342.75,c(32.8540497, 39.9207759)
"Ankara",2020,"Türkiye","rent",210,c(32.8540497, 39.9207759)
"Ankara",2020,"Türkiye","monthly_income",362.833333333333,c(32.8540497, 39.9207759)
"Ankara",2021,"Türkiye","rent",220,c(32.8540497, 39.9207759)
"Ankara",2021,"Türkiye","monthly_income",318.666666666667,c(32.8540497, 39.9207759)
"Ankara",2022,"Türkiye","rent",210,c(32.8540497, 39.9207759)
"Ankara",2022,"Türkiye","monthly_income",341.166666666667,c(32.8540497, 39.9207759)
"Ankara",2023,"Türkiye","rent",410,c(32.8540497, 39.9207759)
"Ankara",2023,"Türkiye","monthly_income",360.5,c(32.8540497, 39.9207759)
